feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_10_2762,FARMERSVILLE,"4,8",315,"138,67",44.02,"141,907",45.05,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_10_2762.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_10_2762.csv,301-400
36_10_3661,NORTH ASHFORD,"4,8",217,"62,67",28.88,"74,333",34.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_10_3661.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_10_3661.csv,201-300
36_11_0763,BREWERTON,"4,8",367,"229,33",62.49,"227,333",61.94,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_0763.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_0763.csv,301-400
36_11_1066,CAMILLUS,"4,16",400,120,30,120,30,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1066.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1066.csv,301-400
36_11_1067,CAMILLUS,"4,16",400,156,39,156,39,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1067.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1067.csv,301-400
36_11_12062,POMPEY,"4,16",300,90,30,130,43.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_12062.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_12062.csv,201-300
36_11_12081,POMPEY,"4,16",300,"223,33",74.44,"223,333",74.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_12081.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_12081.csv,201-300
36_11_12861,SENTINEL HEIGHTS,"4,16",184,43,23.37,43,23.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_12861.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_12861.csv,101-200
36_11_13162,SAND ROAD,"4,16",375,27,7.2,27,7.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13162.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13162.csv,301-400
36_11_13163,SAND ROAD,"4,16",375,"242,33",64.62,"242,333",64.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13163.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13163.csv,301-400
36_11_1324,CARDIFF,"4,16",256,146,57.03,146,57.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1324.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1324.csv,201-300
36_11_13371,WESTVALE,"4,16",364,"141,33",38.83,"141,333",38.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13371.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13371.csv,301-400
36_11_13372,WESTVALE,"4,16",357,"213,33",59.76,"213,33",59.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13372.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13372.csv,301-400
36_11_13373,WESTVALE,"4,16",357,"291,33",81.61,"291,333",81.61,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13373.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13373.csv,301-400
36_11_13374,WESTVALE,"4,16",364,244,67.03,244,67.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13374.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13374.csv,301-400
36_11_13772,HANCOCK,"4,16",466,"316,33",67.88,"316,333",67.88,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13772.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13772.csv,401-500
36_11_13773,HANCOCK,"4,16",466,"90,67",19.46,"90,667",19.46,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13773.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13773.csv,401-500
36_11_13851,HANCOCK #2,"13,2",219,138,63.01,"137,773",62.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_13851.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_13851.csv,201-300
36_11_14158,SAND ROAD #2,"13,2",219,81,36.99,"81,023",37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_14158.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_14158.csv,201-300
36_11_14465,PARK STREET,"4,16",350,230,65.71,230,65.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_14465.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_14465.csv,301-400
36_11_14466,PARK STREET,"4,16",350,236,67.43,236,67.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_14466.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_14466.csv,301-400
36_11_14467,PARK STREET,"4,16",350,204,58.29,204,58.29,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_14467.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_14467.csv,301-400
36_11_14468,PARK STREET,"4,16",350,240,68.57,240,68.57,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_14468.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_14468.csv,301-400
36_11_15066,LORDS HILL,"4,8",505,"188,67",37.36,"187,67",37.16,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15066.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15066.csv,500+
36_11_15067,LORDS HILL,"4,8",505,"349,67",69.24,"349,667",69.24,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15067.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15067.csv,500+
36_11_151151,COLLAMER CROSSING,"13,2",422,"186,67",44.23,"186,57",44.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_151151.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_151151.csv,401-500
36_11_151156,COLLAMER CROSSING,"13,2",422,"153,67",36.41,"153,85",36.46,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_151156.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_151156.csv,401-500
36_11_15151,EAST MOLLOY ROAD,"13,2",459,"163,33",35.58,"163,473",35.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15151.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15151.csv,401-500
36_11_15152,EAST MOLLOY ROAD,"13,2",423,"65,33",15.44,"65,437",15.47,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15152.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15152.csv,401-500
36_11_15153,EAST MOLLOY ROAD,"13,2",495,438,88.48,"437,83",88.45,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15153.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15153.csv,401-500
36_11_15154,EAST MOLLOY ROAD,"13,2",453,"216,33",47.75,"216,393",47.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_15154.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_15154.csv,401-500
36_11_1562,CENTRAL SQUARE,"4,8",241,"220,67",91.56,"220,67",91.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1562.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1562.csv,201-300
36_11_1672,CHITTENANGO,"4,8",500,"131,67",26.33,"131,667",26.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1672.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1672.csv,401-500
36_11_1673,CHITTENANGO,"4,8",500,"81,67",16.33,"81,667",16.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1673.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1673.csv,401-500
36_11_16765,SPRINGFIELD RD.,"4,16",345,271,78.55,"270,837",78.5,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16765.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16765.csv,301-400
36_11_16766,SPRINGFIELD RD.,"4,16",329,226,68.69,"226,027",68.7,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16766.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16766.csv,301-400
36_11_16768,SPRINGFIELD RD.,"4,16",329,205,62.31,"204,78",62.24,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16768.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16768.csv,301-400
36_11_16852,BRIDGEPORT,"13,2",519,"273,33",52.66,"157,333",30.31,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16852.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16852.csv,500+
36_11_16853,BRIDGEPORT,"13,2",518,166,32.05,166,32.05,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16853.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16853.csv,500+
36_11_16854,BRIDGEPORT,"13,2",519,155,29.87,"155,207",29.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_16854.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_16854.csv,500+
36_11_1923,CONSTANTIA,"4,16",313,198,63.26,190,60.7,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_1923.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_1923.csv,301-400
36_11_21371,GALEVILLE SUBSTATION,"4,16",403,"206,67",51.28,"206,667",51.28,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21371.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21371.csv,401-500
36_11_21372,GALEVILLE SUBSTATION,"4,16",412,360,87.38,360,87.38,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21372.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21372.csv,401-500
36_11_21373,GALEVILLE SUBSTATION,"4,16",403,260,64.52,260,64.52,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21373.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21373.csv,401-500
36_11_21861,HINSDALE,"4,16",390,264,67.69,264,67.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21861.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21861.csv,301-400
36_11_21862,HINSDALE,"4,16",390,232,59.49,232,59.49,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21862.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21862.csv,301-400
36_11_21863,HINSDALE,"4,16",473,308,65.12,308,65.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21863.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21863.csv,401-500
36_11_21864,HINSDALE,"4,16",473,156,32.98,156,32.98,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21864.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21864.csv,401-500
36_11_21964,RIDGE ROAD,"4,8",421,260,61.76,260,61.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_21964.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_21964.csv,401-500
36_11_22076,CAZENOVIA,"4,8",400,"246,67",61.67,"246,667",61.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22076.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22076.csv,301-400
36_11_22077,CAZENOVIA,"4,8",400,180,45,180,45,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22077.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22077.csv,301-400
36_11_22078,CAZENOVIA,"4,8",400,140,35,140,35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22078.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22078.csv,301-400
36_11_22151,BALLINA,"13,2",300,"186,33",62.11,"186,25",62.08,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22151.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22151.csv,201-300
36_11_22305,ASH ST. SUB,"4,16",354,"126,67",35.78,"126,667",35.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22305.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22305.csv,301-400
36_11_22317,ASH ST. SUB,"4,16",373,"196,67",52.73,"196,667",52.73,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22317.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22317.csv,301-400
36_11_22326,ASH ST. SUB,"4,16",306,"313,33",102.4,"313,333",102.4,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22326.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22326.csv,301-400
36_11_22350,ASH ST. SUB,"13,2",285,"47,67",16.73,"47,55",16.68,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22350.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22350.csv,201-300
36_11_22351,ASH ST. SUB,"13,2",359,"326,33",90.9,"326,313",90.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22351.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22351.csv,301-400
36_11_22353,ASH ST. SUB,"13,2",254,"157,33",61.94,"157,337",61.94,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22353.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22353.csv,201-300
36_11_22356,ASH ST. SUB,"13,2",332,"220,33",66.36,"220,11",66.3,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22356.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22356.csv,301-400
36_11_22357,ASH ST. SUB,"13,2",259,"97,33",37.58,"96,937",37.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22357.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22357.csv,201-300
36_11_22358,ASH ST. SUB,"13,2",361,"301,67",83.57,"301,79",83.6,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22358.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22358.csv,301-400
36_11_22363,ASH ST. SUB,"4,16",278,130,46.76,130,46.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22363.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22363.csv,201-300
36_11_22372,ASH ST. SUB,"4,16",307,"146,67",47.78,"146,667",47.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22372.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22372.csv,301-400
36_11_22374,ASH ST. SUB,"4,16",353,220,62.32,220,62.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22374.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22374.csv,301-400
36_11_22398,ASH ST. SUB,"4,16",375,200,53.33,200,53.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_22398.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_22398.csv,301-400
36_11_23162,SEVENTH NORTH,"4,8",514,"56,67",11.03,"56,67",11.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23162.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23162.csv,500+
36_11_23550,HARRIS ROAD,"13,2",411,339,82.48,"339,343",82.57,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23550.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23550.csv,401-500
36_11_23551,HARRIS ROAD,"13,2",420,373,88.81,"373,083",88.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23551.csv,401-500
36_11_23552,HARRIS ROAD,"13,2",359,230,64.07,"229,847",64.02,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23552.csv,301-400
36_11_23554,HARRIS ROAD,"13,2",437,"199,33",45.61,"199,497",45.65,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23554.csv,401-500
36_11_23555,HARRIS ROAD,"13,2",437,290,66.36,"290,283",66.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23555.csv,401-500
36_11_23556,HARRIS ROAD,"13,2",437,"256,33",58.66,"256,027",58.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23556.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23556.csv,401-500
36_11_23557,HARRIS ROAD,"13,2",437,67,15.33,"66,91",15.31,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_23557.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_23557.csv,401-500
36_11_24343,TEMPLE ST.,"13,2",311,"130,33",41.91,"130,44",41.94,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24343.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24343.csv,301-400
36_11_24344,TEMPLE ST.,"13,2",250,2,0.8,"1,703",0.68,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24344.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24344.csv,201-300
36_11_24345,TEMPLE ST.,"13,2",324,200,61.73,"200,187",61.79,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24345.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24345.csv,301-400
36_11_24346,TEMPLE ST.,"13,2",346,"170,33",49.23,"170,12",49.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24346.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24346.csv,301-400
36_11_24347,TEMPLE ST.,"13,2",316,202,63.92,"0,11",0.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24347.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24347.csv,301-400
36_11_24351,TEMPLE ST.,"13,2",289,"212,33",73.47,0,0,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24351.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24351.csv,201-300
36_11_24355,TEMPLE ST.,"13,2",263,"212,33",80.73,"212,27",80.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24355.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24355.csv,201-300
36_11_24451,SOUTHWOOD,"13,2",481,"122,67",25.5,"122,73",25.52,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24451.csv,401-500
36_11_24452,SOUTHWOOD,"13,2",387,313,80.88,"312,94",80.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24452.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24452.csv,301-400
36_11_24453,SOUTHWOOD,"13,2",360,300,83.33,"299,87",83.3,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24453.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24453.csv,301-400
36_11_24454,SOUTHWOOD,"13,2",385,320,83.12,"319,597",83.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24454.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24454.csv,301-400
36_11_24751,GILBERT MILLS,"13,2",460,"285,67",62.1,"285,67",62.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24751.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24751.csv,401-500
36_11_24752,GILBERT MILLS,"13,2",460,40,8.7,39,8.48,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24752.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24752.csv,401-500
36_11_24753,GILBERT MILLS,"13,2",460,"213,67",46.45,"185,67",40.36,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_24753.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_24753.csv,401-500
36_11_25051,PEAT STREET,"13,2",423,"194,33",45.94,"326,393",77.16,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25051.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25051.csv,401-500
36_11_25052,PEAT STREET,"13,2",434,"250,67",57.76,"250,627",57.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25052.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25052.csv,401-500
36_11_25053,PEAT STREET,"13,2",441,"320,67",72.71,"320,977",72.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25053.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25053.csv,401-500
36_11_25054,PEAT STREET,"13,2",407,"202,33",49.71,"202,467",49.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25054.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25054.csv,401-500
36_11_25351,HOPKINS,"13,2",395,"233,67",59.16,"233,45",59.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25351.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25351.csv,301-400
36_11_25352,HOPKINS,"13,2",454,"354,33",78.05,100,22.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25352.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25352.csv,401-500
36_11_25353,HOPKINS,"13,2",403,218,54.09,"218,043",54.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25353.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25353.csv,401-500
36_11_25355,HOPKINS,"13,2",333,122,36.64,"122,037",36.65,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25355.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25355.csv,301-400
36_11_25356,HOPKINS,"13,2",411,347,84.43,347,84.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25356.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25356.csv,401-500
36_11_25357,HOPKINS,"13,2",364,"210,33",57.78,"210,293",57.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25357.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25357.csv,301-400
36_11_25358,HOPKINS,"13,2",421,"352,67",83.77,"352,9",83.82,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25358.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25358.csv,401-500
36_11_25554,BUTTERNUT,"13,2",333,235,70.57,"235,253",70.65,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25554.csv,301-400
36_11_25555,BUTTERNUT,"13,2",514,342,66.54,"341,827",66.5,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25555.csv,500+
36_11_25556,BUTTERNUT,"13,2",514,181,35.21,"180,957",35.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_25556.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_25556.csv,500+
36_11_26051,BELMONT,"13,2",462,327,70.78,"327,217",70.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26051.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26051.csv,401-500
36_11_26052,BELMONT,"13,2",489,"240,33",49.15,"240,307",49.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26052.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26052.csv,401-500
36_11_26053,BELMONT,"13,2",350,"258,33",73.81,"258,433",73.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26053.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26053.csv,301-400
36_11_26054,BELMONT,"13,2",311,"135,67",43.62,"135,457",43.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_11_26054.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_11_26054.csv,301-400
